,Date,Time,Username,Message,Sentiment,Time from Start
1356,2022-12-21,16:42:31,strix_daniel,Poog,8,33
2326,2022-12-21,16:42:35,MiRROROROROROr,money printers,7,33
1025,2022-12-21,16:42:37,mechull11,santas great gift,5,33
2649,2022-12-21,16:42:38,veritas______,Leanin,5,33
964,2022-12-21,16:42:42,MiRROROROROROr,slot whisperers,7,33
2219,2022-12-21,16:42:42,mechull11,next winning game,7,33
5294,2022-12-21,16:42:43,mechull11,:D,8,33
860,2022-12-21,16:42:46,xeriffer,Sturdy,5,33
4375,2022-12-21,16:42:48,afroamerlcan,cheater,3,33
1763,2022-12-21,16:42:56,SKuLLn1,PartyKirby,7,34
4277,2022-12-21,16:42:56,mechull11,coinager :),8,34
4942,2022-12-21,16:43:01,chrizz_tophernolan,@xeriffer next stream try the Sticky Wilds bonus,7,34
1836,2022-12-21,16:43:14,radikalnyyy,or retro tapes revenge again KEKW,4,34
4117,2022-12-21,16:43:21,afroamerlcan,docJAM,8,34
2849,2022-12-21,16:43:27,karamokabamba,imagine hittin 6 scatters,7,34
4810,2022-12-21,16:43:30,zwi0pz,5k coming,8,34
407,2022-12-21,16:43:31,karamokabamba,would be sick,7,34
4739,2022-12-21,16:43:42,fez70s,ahhh my fav game,8,34
3527,2022-12-21,16:43:45,fez70s,gl man,7,34
2700,2022-12-21,16:44:06,zwi0pz,Kappa,8,35
1694,2022-12-21,16:44:18,4rc44,[Emote Personalizado 2],3,35
2092,2022-12-21,16:44:31,4rc44,NOICEEE,8,35
1549,2022-12-21,16:44:32,veritas______,Pog,8,35
1550,2022-12-21,16:44:33,chrizz_tophernolan,Pog,8,35
3514,2022-12-21,16:44:34,4rc44,glgl,7,35
105,2022-12-21,16:44:35,adas334cz,yoooo,6,35
1373,2022-12-21,16:44:35,4rc44,PogChamp,8,35
2584,2022-12-21,16:44:35,ddrxxfante,lets gooo bonusss,8,35
3515,2022-12-21,16:44:36,chrizz_tophernolan,GLGL,8,35
1551,2022-12-21,16:44:37,radikalnyyy,Pog,8,35
1552,2022-12-21,16:44:37,strix_daniel,Pog,8,35
2091,2022-12-21,16:44:37,ddrxxfante,NOICEEEEE,8,35
602,2022-12-21,16:44:39,MichalHahh,U are lucky guy!,8,35
40,2022-12-21,16:44:40,zwi0pz,yoyooo,8,35
2936,2022-12-21,16:44:44,SKuLLn1,I hope,7,35
2591,2022-12-21,16:44:46,zwi0pz,lets gooo,8,35
2661,2022-12-21,16:44:46,ddrxxfante,l told u santas great gifts,8,35
4907,2022-12-21,16:44:57,zwi0pz,100x,7,36
4286,2022-12-21,16:45:04,ddrxxfante,cmoon bro dont dead spin,8,36
4001,2022-12-21,16:45:11,veritas______,EZ,8,36
2082,2022-12-21,16:45:28,ddrxxfante,NOO WAYYYYYYY,3,36
2509,2022-12-21,16:45:29,SKuLLn1,LUL,5,36
67,2022-12-21,16:45:35,ddrxxfante,you missed 50x multipler,7,36
340,2022-12-21,16:45:40,veritas______,xdd,9,36
4240,2022-12-21,16:45:40,chrizz_tophernolan,could be big,7,36
3672,2022-12-21,16:45:42,radikalnyyy,fuuuck,3,36
4902,2022-12-21,16:45:51,ddrxxfante,12x  FUCK DAMN,5,37
4389,2022-12-21,16:46:05,Rozkii,catJam,8,37
357,2022-12-21,16:46:27,randysi,xd,9,37
1553,2022-12-21,16:46:29,randysi,Pog,8,37
4504,2022-12-21,16:46:47,radikalnyyy,bonanza billion try,7,37
458,2022-12-21,16:47:00,ladalang,Wheres sweezo,6,38
585,2022-12-21,16:47:06,zwi0pz,unlucky,5,38
424,2022-12-21,16:47:07,ddrxxfante,Will there be a hypedrop again today? @xeriffer,7,38
2664,2022-12-21,16:47:13,zwi0pz,Kreygasm Kreygasm,8,38
540,2022-12-21,16:47:38,juhliom,wassup,5,38
1173,2022-12-21,16:47:45,ddrxxfante,reallly  ??  lets gooo hypedrop today,8,38
5251,2022-12-21,16:47:47,xeriffer,!discord,5,38
2890,2022-12-21,16:47:51,ddrxxfante,i will wait,5,39
2559,2022-12-21,16:47:53,vekarkus765,LFg wagmi,6,39
2301,2022-12-21,16:47:59,randysi,more gift,8,39
2806,2022-12-21,16:47:59,Rozkii,it will not be hypedrop xeri,8,39
1027,2022-12-21,16:48:00,randysi,santas,7,39
2295,2022-12-21,16:48:01,randysi,moree,8,39
671,2022-12-21,16:48:02,Rozkii,today,8,39
2592,2022-12-21,16:48:03,randysi,lets gooo,8,39
801,2022-12-21,16:48:06,Rozkii,swz said,5,39
1326,2022-12-21,16:48:09,jameslinkk,pragamtic is scam,3,39
3326,2022-12-21,16:48:11,jameslinkk,guys,5,39
2402,2022-12-21,16:48:14,jameslinkk,maybe another ?,8,39
2645,2022-12-21,16:48:14,mishelinn_,lebronJAM,8,39
635,2022-12-21,16:48:16,jameslinkk,try,6,39
2646,2022-12-21,16:48:24,jacksonjej,LebronJAM,8,39
462,2022-12-21,16:48:31,Legendaris4,where is swz ?,5,39
1984,2022-12-21,16:48:35,ddrxxfante,oh i misunderstood,5,39
4974,2022-12-21,16:48:35,jacksonjej,@Rozkii pissed ??,5,39
145,2022-12-21,16:48:40,randysi,yesss,8,39
915,2022-12-21,16:48:45,ddrxxfante,sorry,5,39
4805,2022-12-21,16:48:52,jameslinkk,6 scatter pls,6,40
4270,2022-12-21,16:48:54,jameslinkk,come on,6,40
500,2022-12-21,16:48:55,zwi0pz,well well,5,40
4976,2022-12-21,16:49:01,szilibot,@Rozkii honza,5,40
4499,2022-12-21,16:49:13,mechull11,bonus incoming,8,40
4087,2022-12-21,16:49:15,mechull11,dont worry,6,40
4972,2022-12-21,16:49:20,Rozkii,@Rozkii y,6,40
524,2022-12-21,16:49:34,mechull11,we gonna see 5k,8,40
1826,2022-12-21,16:49:36,mechull11,over there,5,40
4211,2022-12-21,16:49:53,ddrxxfante,da?ly gates ? @xeriffer,5,41
3075,2022-12-21,16:50:11,TeddyHudy,hope for huge profit,8,41
5021,2022-12-21,16:50:12,horalkamoralka69,@[Mención Directa] have you ever heard about pes guler�d?,5,41
3563,2022-12-21,16:50:15,karamokabamba,givee us multii,6,41
4696,2022-12-21,16:50:50,mechull11,always,8,41
4916,2022-12-21,16:50:51,mechull11,1 off,6,42
2675,2022-12-21,16:50:56,TeddyHudy,KirbDance,7,42
31,2022-12-21,16:50:57,chrizz_tophernolan,Zombie Carnival,6,42
432,2022-12-21,16:51:03,jackieburkhartttt,wild west gold,5,42
4201,2022-12-21,16:51:08,zwi0pz,daily gates,5,42
2099,2022-12-21,16:51:16,jackieburkhartttt,no way,5,42
5295,2022-12-21,16:51:17,jackieburkhartttt,:D,7,42
1687,2022-12-21,16:51:21,ddrxxfante,PIZZA PIZZA PIZZAAAAAAAA,8,42
2680,2022-12-21,16:51:47,zwi0pz,KEKW PIZZA,5,42
947,2022-12-21,16:52:40,Strangechol,so dry holy,3,43
760,2022-12-21,16:52:43,neverfollow,thats one hella expensive pizza,4,43
1554,2022-12-21,16:53:01,radikalnyyy,Pog,8,44
1555,2022-12-21,16:53:05,TeddyHudy,Pog,8,44
2267,2022-12-21,16:53:07,ddrxxfante,n?ce bonus,8,44
4347,2022-12-21,16:53:09,TeddyHudy,Cinkacka,5,44
1556,2022-12-21,16:53:10,princetobo3,Pog,8,44
3567,2022-12-21,16:53:14,ddrxxfante,give pizza,6,44
3175,2022-12-21,16:53:39,kralsakir_5031,heyyo,6,44
2154,2022-12-21,16:53:55,4rc44,niceee,8,45
2632,2022-12-21,16:53:58,chrizz_tophernolan,Let's goo,8,45
4853,2022-12-21,16:53:59,4rc44,2x,6,45
2560,2022-12-21,16:54:00,ddrxxfante,level2 lets goooooo,8,45
2623,2022-12-21,16:54:03,zwi0pz,lets go,8,45
2833,2022-12-21,16:54:04,princetobo3,insane,8,45
4850,2022-12-21,16:54:09,radikalnyyy,2x script again ? xd,6,45
2735,2022-12-21,16:54:50,TeddyHudy,joke,3,45
4795,2022-12-21,16:54:50,chrizz_tophernolan,8$ Pog,8,45
1016,2022-12-21,16:54:55,ddrxxfante,scam 2x,2,46
1090,2022-12-21,16:55:04,princetobo3,Sad af,2,46
3448,2022-12-21,16:55:07,ddrxxfante,go pragmatic or hacksaw game,5,46
4202,2022-12-21,16:55:16,adiOs32,daily gates,5,46
4012,2022-12-21,16:55:19,princetobo3,Extra Juicy?,3,46
1324,2022-12-21,16:55:24,koupisbean,pragmatic ResidentSleeper,2,46
1164,2022-12-21,16:55:34,ddrxxfante,ResidentSleeper,2,46
94,2022-12-21,16:55:35,chrizz_tophernolan,You are taking my calls <3,8,46
4909,2022-12-21,16:55:38,TeddyHudy,10 spins for 5�,6,46
5108,2022-12-21,16:55:38,ddrxxfante,@adiOs32 later,5,46
563,2022-12-21,16:55:46,Pata1G,W,8,46
559,2022-12-21,16:55:48,Pata1G,W WWWW,8,46
2961,2022-12-21,16:56:01,TeddyHudy,HYPERS,8,47
4308,2022-12-21,16:56:32,TeddyHudy,close,5,47
626,2022-12-21,16:56:34,Rozkii,try hot pepper,6,47
2240,2022-12-21,16:56:43,Rozkii,Nerd,2,47
3653,2022-12-21,16:56:44,zwi0pz,gates,5,47
3168,2022-12-21,16:56:48,Rob150__,hi,5,47
2241,2022-12-21,16:56:53,xeriffer,nerd,2,48
2242,2022-12-21,16:56:56,xeriffer,Nerd,2,48
2243,2022-12-21,16:57:06,zwi0pz,Nerd,2,48
2244,2022-12-21,16:57:32,randysi,nerd,2,48
3432,2022-12-21,16:57:34,Rob150__,good and you,8,48
1740,2022-12-21,16:57:37,zwi0pz,peepoGlad,8,48
1557,2022-12-21,16:57:39,jameslinkk,Pog,8,48
2245,2022-12-21,16:57:41,jameslinkk,nerd,2,48
1558,2022-12-21,16:57:49,Rob150__,Pog,8,48
2246,2022-12-21,16:57:50,denomslayert,nerd,2,48
4843,2022-12-21,16:58:42,chrizz_tophernolan,4 scatters incoming,8,49
4018,2022-12-21,16:58:44,Rob150__,every stream profit,8,49
2247,2022-12-21,16:58:49,ddrxxfante,nerd,2,49
4630,2022-12-21,16:58:50,TeddyHudy,asmr :D,8,49
5229,2022-12-21,16:58:50,fantousek,!store,5,49
4119,2022-12-21,16:59:00,michko,do you have the rtx voice app?,5,50
358,2022-12-21,16:59:09,zwi0pz,xd,9,50
2248,2022-12-21,16:59:18,sYNNEK___,nerd,2,50
473,2022-12-21,16:59:24,ddrxxfante,when michko stream ?,4,50
1973,2022-12-21,16:59:25,michko,oh ye PepeLaugh,3,50
32,2022-12-21,16:59:26,randysi,zombie carnaval,6,50
3937,2022-12-21,16:59:28,randysi,fast bonus,8,50
1721,2022-12-21,16:59:30,ddrxxfante,PepeLaugh,3,50
4443,2022-12-21,16:59:31,randysi,but no paid,2,50
5088,2022-12-21,16:59:33,michko,@ddrxxfante probably never,3,50
3311,2022-12-21,16:59:36,jameslinkk,hahahah,8,50
154,2022-12-21,16:59:37,jameslinkk,yes yes,8,50
54,2022-12-21,16:59:42,jameslinkk,you re right bro,8,50
5092,2022-12-21,16:59:51,Rozkii,@ddrxxfante he has secret stream,8,51
590,2022-12-21,17:00:23,zwi0pz,unbelievable,5,51
122,2022-12-21,17:00:30,blueBerry_suBB,yo yo,8,51
64,2022-12-21,17:00:38,radikalnyyy,you need only 2,6,51
4155,2022-12-21,17:01:31,karamokabamba,did you see that hidden,6,52
1006,2022-12-21,17:01:34,karamokabamba,scatter,8,52
5296,2022-12-21,17:01:36,karamokabamba,:D,8,52
2792,2022-12-21,17:01:43,karamokabamba,its always like jokin,6,52
4333,2022-12-21,17:01:43,Rob150__,Clap,8,52
4313,2022-12-21,17:01:47,blueBerry_suBB,cleocatra buy today? haha,5,52
5147,2022-12-21,17:02:01,Rozkii,??,5,53
659,2022-12-21,17:02:07,Tomohoe,Tomohoe subscribed at Tier 1. They've subscribed for 3 months! sup,8,53
2633,2022-12-21,17:02:17,chrizz_tophernolan,Let's go,8,53
1559,2022-12-21,17:02:18,TeddyHudy,Pog,8,53
2266,2022-12-21,17:02:20,ddrxxfante,n?ce scatter,8,53
979,2022-12-21,17:02:21,flajvii_,shit,2,53
1560,2022-12-21,17:02:25,strix_daniel,Pog,8,53
2012,2022-12-21,17:02:26,chrizz_tophernolan,now back to the first reels,5,53
2547,2022-12-21,17:02:26,roseingrotte1,lol,3,53
2962,2022-12-21,17:02:36,TeddyHudy,HYPERS,8,53
2764,2022-12-21,17:02:38,karamokabamba,its still good,8,53
2704,2022-12-21,17:02:42,karamokabamba,just wait,5,53
2800,2022-12-21,17:02:42,michko,it's bad placement SadChamp,2,53
743,2022-12-21,17:02:52,ddrxxfante,there is potential,8,54
2253,2022-12-21,17:02:52,michko,need it on first and third,5,54
2251,2022-12-21,17:02:55,mechull11,need them close,7,54
3901,2022-12-21,17:02:55,michko,for hits,6,54
4026,2022-12-21,17:02:57,mechull11,each other,5,54
1561,2022-12-21,17:02:59,Rozkii,Pog,9,54
3000,2022-12-21,17:03:02,TeddyHudy,hugeee,8,54
4294,2022-12-21,17:03:05,mechull11,cmon braiin,6,54
2064,2022-12-21,17:03:12,chrizz_tophernolan,nooooo,2,54
2538,2022-12-21,17:03:14,jackieburkhartttt,loll need scatter,7,54
1980,2022-12-21,17:03:16,flajvii_,oh no,3,54
2095,2022-12-21,17:03:16,jackieburkhartttt,no wayyy,2,54
3912,2022-12-21,17:03:18,Rozkii,fk not this one,2,54
4283,2022-12-21,17:03:18,ddrxxfante,cmooon brain,7,54
3680,2022-12-21,17:03:29,ddrxxfante,FUCKKKKKKKKK,1,54
4314,2022-12-21,17:03:30,blueBerry_suBB,cleocatra buy today? haha,6,54
2035,2022-12-21,17:03:32,Rozkii,not bad,6,54
4821,2022-12-21,17:03:33,Pata1G,50 spins on punk rocker,5,54
1323,2022-12-21,17:03:34,chrizz_tophernolan,pragmatic troll,2,54
4738,2022-12-21,17:03:40,karamokabamba,ahhh scam,1,54
1811,2022-12-21,17:03:57,Pata1G,PagMan PagMan PagMan PagMan,8,55
3276,2022-12-21,17:03:59,Pata1G,he read my msg,7,55
3068,2022-12-21,17:04:00,fez70s,hot pepperrrr,8,55
2100,2022-12-21,17:04:01,Pata1G,no waaaaaay,3,55
220,2022-12-21,17:04:02,fez70s,yeahhh,8,55
844,2022-12-21,17:04:11,OndraFifin,Sup,5,55
1290,2022-12-21,17:04:18,Pata1G,Prayge,5,55
1667,2022-12-21,17:04:37,mikailensk,pls turbo spins,7,55
252,2022-12-21,17:05:25,radikalnyyy,ye go turbo spins,8,56
3202,2022-12-21,17:05:32,domcalul,hey,5,56
2816,2022-12-21,17:05:36,Rozkii,it hard to bonus from spins here,5,56
2796,2022-12-21,17:05:39,Rozkii,its,5,56
4452,2022-12-21,17:05:52,Rozkii,but base game is good too,6,57
3867,2022-12-21,17:06:01,Rozkii,fr,2,57
134,2022-12-21,17:06:47,Rozkii,yikes,2,57
4315,2022-12-21,17:07:07,blueBerry_suBB,cleocatra buy today? haha,6,58
5148,2022-12-21,17:07:09,Rozkii,??,3,58
3185,2022-12-21,17:07:42,1hastabanana1,HeyGuys HeyGuys,7,58
3238,2022-12-21,17:07:49,ooozee_,hello brother.  HeyGuys,7,58
614,2022-12-21,17:08:00,mikailensk,turbooo,8,59
3135,2022-12-21,17:08:04,Api_QQ,Hi SWZ,5,59
1949,2022-12-21,17:08:16,blueBerry_suBB,okey u can actually spin cleo. can be huge,8,59
779,2022-12-21,17:08:45,karamokabamba,that has potential,8,59
4288,2022-12-21,17:08:49,karamokabamba,cmoon,7,59
2273,2022-12-21,17:09:14,flajvii_,muted xeri,5,60
2377,2022-12-21,17:09:17,1hastabanana1,mic,5,60
96,2022-12-21,17:09:18,Strangechol,you are not talking,1,60
4029,2022-12-21,17:09:19,Strangechol,dumass,2,60
2510,2022-12-21,17:09:21,LMNFix,LUL,7,60
3868,2022-12-21,17:09:23,michko,fr,2,60
3869,2022-12-21,17:09:26,Pata1G,fr,2,60
4309,2022-12-21,17:09:48,Pata1G,click,5,60
61,2022-12-21,17:09:51,flajvii_,you need to click,2,61
3870,2022-12-21,17:09:52,strix_daniel,fr,2,61
414,2022-12-21,17:09:55,Rozkii,with money bags?,6,61
861,2022-12-21,17:10:03,dauphinn7,Sturdy,5,61
2116,2022-12-21,17:10:04,Pata1G,no its not,7,61
5149,2022-12-21,17:10:07,Rozkii,??,8,61
3714,2022-12-21,17:10:10,Pata1G,fr fr,2,61
957,2022-12-21,17:10:16,prostoo,snake ladders snake eyes,5,61
1893,2022-12-21,17:10:26,radikalnyyy,on hacksaw i think no?,5,61
4687,2022-12-21,17:10:29,radikalnyyy,and gamomat,6,61
238,2022-12-21,17:10:32,Strangechol,yea monkey mania,8,61
4142,2022-12-21,17:10:34,Strangechol,do it,5,61
5243,2022-12-21,17:11:46,llgeoii,!last,5,62
1562,2022-12-21,17:12:27,radikalnyyy,Pog,9,63
3367,2022-12-21,17:12:27,Pata1G,Gool Gool Gool,8,63
1563,2022-12-21,17:12:28,OndraFifin,Pog,9,63
1564,2022-12-21,17:12:32,Strangechol,Pog,9,63
1565,2022-12-21,17:12:36,michko,Pog,9,63
1360,2022-12-21,17:12:46,dauphinn7,PogTasty,8,63
2311,2022-12-21,17:12:47,michko,monkeDoor,8,63
2312,2022-12-21,17:12:48,michko,monkeDoor,8,63
2313,2022-12-21,17:12:49,michko,monkeDoor,8,63
2374,2022-12-21,17:12:57,radikalnyyy,michko go sit on that chair,5,64
2317,2022-12-21,17:12:58,OndraFifin,MONKE MONKE,9,64
4338,2022-12-21,17:12:58,kolumbushovno,Cinkacka inc,8,64
2314,2022-12-21,17:12:59,Rozkii,monkeDoor,8,64
2321,2022-12-21,17:13:04,dauphinn7,MONKE,8,64
1566,2022-12-21,17:13:09,lot_of_damage,Pog,9,64
2307,2022-12-21,17:13:09,michko,monkeyJAM,8,64
117,2022-12-21,17:13:12,OndraFifin,yooo,8,64
1567,2022-12-21,17:13:14,Strangechol,Pog,9,64
1378,2022-12-21,17:13:15,kolumbushovno,Pog Pog Pog,9,64
1702,2022-12-21,17:13:36,Ackooo1337,[Emote Personalizado 5] [Emote Personalizado 5] [Emote Personalizado 5],4,64
1729,2022-12-21,17:13:40,dauphinn7,pepeD,5,64
447,2022-12-21,17:13:54,michko,why baiting SadChamp,3,65
2309,2022-12-21,17:13:58,Rozkii,monkeDoor  ??,8,65
2315,2022-12-21,17:13:59,Rozkii,monkeDoor,8,65
2310,2022-12-21,17:14:00,Rozkii,monkeDoor  ??,8,65
4469,2022-12-21,17:14:09,Strangechol,bruh,2,65
2925,2022-12-21,17:14:17,dauphinn7,I love gamomat fr,8,65
2308,2022-12-21,17:14:20,adas334cz,monkeDoor  monkeDoor  monkeDoor  monkeDoor  monkeDoor,8,65
2194,2022-12-21,17:16:54,randysi,nice balance,5,68
3203,2022-12-21,17:16:55,biggiEEEEE,hey,5,68
4494,2022-12-21,17:16:56,randysi,boost,6,68
256,2022-12-21,17:16:59,radikalnyyy,ye,7,68
874,2022-12-21,17:17:01,stephe__,stephe__ subscribed with Prime. They've subscribed for 14 months! [Emote Personalizado 7],5,68
249,2022-12-21,17:17:02,Strangechol,yea,7,68
4862,2022-12-21,17:17:06,Strangechol,20 spins,5,68
237,2022-12-21,17:17:07,michko,yea one,7,68
4689,2022-12-21,17:17:08,Strangechol,and 100,8,68
1945,2022-12-21,17:17:11,Strangechol,OME,8,68
4908,2022-12-21,17:17:11,michko,100$,8,68
2572,2022-12-21,17:17:31,radikalnyyy,lets try some hacksaw,7,68
2734,2022-12-21,17:17:49,radikalnyyy,joker bombs,8,68
2316,2022-12-21,17:18:01,ddrxxfante,monkeDoor,8,69
341,2022-12-21,17:18:05,radikalnyyy,xdd,7,69
1722,2022-12-21,17:18:09,SKuLLn1,PepeLaugh,7,69
777,2022-12-21,17:18:19,radikalnyyy,that joker look like a Matovic right xeri?,5,69
2663,2022-12-21,17:18:21,ddrxxfante,l hate joker bombs,2,69
3681,2022-12-21,17:18:25,ddrxxfante,fuck?ng skammer,1,69
391,2022-12-21,17:18:33,ChuckTheStoner,wsup,5,69
3066,2022-12-21,17:18:47,ChuckTheStoner,how are we,5,69
932,2022-12-21,17:18:57,flajvii_,so weird watching these slots on normal speed hahah,6,70
222,2022-12-21,17:19:25,flajvii_,yeah thats why,5,70
469,2022-12-21,17:19:41,ddrxxfante,where are you from xeriffer ?,5,70
4444,2022-12-21,17:19:49,flajvii_,but its okay to play it slowim just twisted dont mind me PepeLaugh,7,70
4271,2022-12-21,17:20:26,randysi,come on,6,71
2732,2022-12-21,17:20:29,randysi,joker bombss,2,71
180,2022-12-21,17:20:33,flajvii_,yes,7,71
5355,2022-12-21,17:20:33,radikalnyyy,3,7,71
5356,2022-12-21,17:20:35,flajvii_,3,7,71
1665,2022-12-21,17:20:39,randysi,plss max,8,71
420,2022-12-21,17:20:41,randysi,win,8,71
5357,2022-12-21,17:20:45,ddrxxfante,3,7,71
5358,2022-12-21,17:20:57,jameslinkk,3,7,72
2737,2022-12-21,17:21:02,jameslinkk,joekr,7,72
4002,2022-12-21,17:22:00,ChuckTheStoner,EZ,9,73
1568,2022-12-21,17:22:03,OndraFifin,Pog,8,73
1569,2022-12-21,17:22:23,jameslinkk,Pog,8,73
143,2022-12-21,17:22:32,ddrxxfante,yesss bonus,8,73
2036,2022-12-21,17:22:32,randysi,not bad,6,73
82,2022-12-21,17:22:35,ddrxxfante,you get bonuses early today xeriffer,7,73
2551,2022-12-21,17:22:38,randysi,little little,6,73
596,2022-12-21,17:22:40,OndraFifin,u need lot of bombs purples are best,7,73
3119,2022-12-21,17:22:40,randysi,hit,5,73
1981,2022-12-21,17:22:48,flajvii_,oh no,4,73
2297,2022-12-21,17:22:50,randysi,more multii,6,73
1982,2022-12-21,17:22:53,flajvii_,OH NO,5,74
980,2022-12-21,17:22:56,Rozkii,shiiiiiiet,2,74
3931,2022-12-21,17:22:59,TeddyHudy,FeelsBadMan,2,74
4441,2022-12-21,17:22:59,ddrxxfante,but shit pay,3,74
2080,2022-12-21,17:23:01,jameslinkk,nooo,2,74
954,2022-12-21,17:23:03,jameslinkk,so bad,6,74
3932,2022-12-21,17:23:10,ddrxxfante,FeelsBadMan,2,74
1341,2022-12-21,17:23:21,ejwyy,poor 50 cent,3,74
4003,2022-12-21,17:23:22,OndraFifin,Ez,8,74
3542,2022-12-21,17:23:23,ddrxxfante,gl b?g buy joker,7,74
4763,2022-12-21,17:23:23,Strangechol,actually twisted,6,74
196,2022-12-21,17:23:25,Strangechol,YEP,6,74
4390,2022-12-21,17:23:28,Rozkii,catJam,7,74
704,2022-12-21,17:23:41,ejwyy,this song lit,7,74
707,2022-12-21,17:24:07,ddrxxfante,this song good what's the name ?,7,75
2216,2022-12-21,17:24:10,randysi,ni?cee,6,75
1570,2022-12-21,17:24:12,randysi,Pog,8,75
3422,2022-12-21,17:24:18,jameslinkk,good hit,7,75
4605,2022-12-21,17:24:28,Strangechol,bad slot,3,75
197,2022-12-21,17:24:30,Strangechol,YEP,6,75
456,2022-12-21,17:24:34,metjufalci,who are you?,5,75
3035,2022-12-21,17:24:40,xeriffer,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed?si=ddf3a002fced48d4,7,75
1134,2022-12-21,17:24:41,strix_daniel,retro tapes OMEGALUL,5,75
693,2022-12-21,17:24:48,ddrxxfante,thx,7,75
475,2022-12-21,17:24:55,ddrxxfante,when gates xeriffer,7,76
1856,2022-12-21,17:24:55,radikalnyyy,one retro xdd,5,76
5162,2022-12-21,17:24:55,xeriffer,!xeri,5,76
2292,2022-12-21,17:25:00,Strangechol,Motley crew was so good when it came out,6,76
2696,2022-12-21,17:25:03,ooozee_,Karen maneater one super buy.. 10 cent cost 54$,7,76
2810,2022-12-21,17:25:04,Strangechol,it was insane,7,76
3461,2022-12-21,17:25:13,ddrxxfante,go gates,7,76
4448,2022-12-21,17:25:16,Strangechol,but i listened to it so many times,6,76
782,2022-12-21,17:25:18,Strangechol,that,5,76
827,2022-12-21,17:25:18,adothaiming,suppp,6,76
242,2022-12-21,17:25:19,ejwyy,yea and then we watched the video at my apartment,5,76
198,2022-12-21,17:25:24,Strangechol,YEP,6,76
4986,2022-12-21,17:25:26,audiz961,@[Mención Directa] where are you from ?,7,76
591,2022-12-21,17:25:39,ddrxxfante,uh gates time,6,76
651,2022-12-21,17:25:41,ejwyy,tru,5,76
466,2022-12-21,17:25:57,blueBerry_suBB,where is dj,5,77
395,2022-12-21,17:25:58,randysi,wowww,6,77
2174,2022-12-21,17:26:02,ddrxxfante,nice slovakia  from xeriffer,7,77
2565,2022-12-21,17:26:05,jameslinkk,letts go zeuss,6,77
4612,2022-12-21,17:26:12,ddrxxfante,b?g buy gates ??,6,77
2393,2022-12-21,17:26:13,jacksonjej,maybe one more uy,6,77
3638,2022-12-21,17:26:17,jacksonjej,gates ??,7,77
5321,2022-12-21,17:26:39,audiz961,800,2,77
5150,2022-12-21,17:26:45,blueBerry_suBB,??,5,77
29,2022-12-21,17:26:53,ChuckTheStoner,zyzz music,7,78
2920,2022-12-21,17:26:54,radikalnyyy,i need to go in 3 minutes fuck xdd,2,78
3462,2022-12-21,17:26:59,OndraFifin,go gangrena on youtube pics of unicorn @[Mención Directa],5,78
2339,2022-12-21,17:27:03,milujutekamobracho1,milujutekamobracho1 subscribed with Prime. They've subscribed for 3 months currently on a 1 month streak! ,8,78
108,2022-12-21,17:27:04,dylan_1484,yooo xeri gl todayy [Emote Personalizado 1],7,78
3169,2022-12-21,17:27:06,jonathanlarda,hi,5,78
3262,2022-12-21,17:27:07,milujutekamobracho1,hello,5,78
675,2022-12-21,17:27:10,jonathanlarda,time to bo?nus buy,6,78
34,2022-12-21,17:27:14,jonathanlarda,zeuss :),7,78
1682,2022-12-21,17:27:14,OndraFifin,play gangrena on youtube pics of unicorn @[Mención Directa],5,78
3050,2022-12-21,17:27:25,michko,https://open.spotify.com/playlist/31ot9dglNeVWIXwNZ7c3TG?si=13e9be98f55d4300,7,78
4845,2022-12-21,17:27:33,jameslinkk,300x,7,78
3104,2022-12-21,17:27:34,jameslinkk,hmmm,6,78
3015,2022-12-21,17:27:39,OndraFifin,https://www.youtube.com/watch?v=znEWrtGgzQk&t=38s,7,78
1019,2022-12-21,17:27:40,randysi,save save,7,78
